workload,policy,hit_rate_mean,hit_rate_std,miss_rate_mean,miss_rate_std,hits_mean,hits_std,misses_mean,misses_std,evictions_mean,evictions_std,scans_mean,scans_std,throughput_ops_mean,throughput_ops_std,elapsed_ms_mean,elapsed_ms_std,evict_per_miss_mean,evict_per_miss_std,workload_score
"Temporal Shift (period=4)",QuotaFree,50.6310,0.0000,49.3690,0.0000,50631.0000,0.0000,49369.0000,0.0000,48369.0000,0.0000,0.0000,0.0000,8310110.7796,64978.8890,12.0343,0.0936,0.9797,0.0000,0.5345
"Temporal Shift (period=4)",REMARC-1L,72.7300,0.0000,27.2700,0.0000,72730.0000,0.0000,27270.0000,0.0000,26270.0000,0.0000,0.0000,0.0000,6088759.1341,96621.5179,16.4279,0.2632,0.9633,0.0000,0.6957
"Temporal Shift (period=4)",REMARC-2L,53.1110,0.0000,46.8890,0.0000,53111.0000,0.0000,46889.0000,0.0000,45865.0000,0.0000,0.0000,0.0000,4608765.1697,216778.2318,21.7471,1.0487,0.9782,0.0000,0.5270
"Temporal Shift (period=4)",REMARC-BLOOM,57.3690,0.0000,42.6310,0.0000,57369.0000,0.0000,42631.0000,0.0000,42000.0000,0.0000,0.0000,0.0000,19443965.4593,284381.3056,5.1441,0.0760,0.9852,0.0000,0.6706
"Temporal Shift (period=4)",HISTATOM,13.8020,0.0000,86.1980,0.0000,13802.0000,0.0000,86198.0000,0.0000,85198.0000,0.0000,0.0000,0.0000,382581.6939,3178.7210,261.4001,2.1733,0.9884,0.0000,0.1811
"Temporal Shift (period=4)",HISTATOM2,15.1910,0.0000,84.8090,0.0000,15191.0000,0.0000,84809.0000,0.0000,83699.0000,0.0000,0.0000,0.0000,266123.2814,4962.3659,375.8981,7.1027,0.9869,0.0000,0.1914
"Temporal Shift (period=4)",HISTATOM3,10.5530,0.0000,89.4470,0.0000,10553.0000,0.0000,89447.0000,0.0000,88447.0000,0.0000,0.0000,0.0000,263428.5011,9293.1657,380.0928,13.6968,0.9888,0.0000,0.1542
"Temporal Shift (period=4)",HISTATOM4,72.0000,0.0000,28.0000,0.0000,72000.0000,0.0000,28000.0000,0.0000,18000.0000,0.0000,0.0000,0.0000,357200.4254,1096.5228,279.9575,0.8613,0.6429,0.0000,0.6821
"Temporal Shift (period=4)",HISTATOM5,72.0000,0.0000,28.0000,0.0000,72000.0000,0.0000,28000.0000,0.0000,18000.0000,0.0000,0.0000,0.0000,134440.0699,1747.3290,743.9515,9.6682,0.6429,0.0000,0.6805
"Looping (loop=2000)",LRU,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,12445614.0850,349791.3522,8.0414,0.2303,0.9900,0.0000,0.2127
"Looping (loop=2000)",ARC,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,7559190.7290,69312.1294,13.2300,0.1217,0.9900,0.0000,0.1490
"Looping (loop=2000)",ARC-FLAT,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,785671.4433,3777.3918,127.2826,0.6099,0.9900,0.0000,0.0608
"Looping (loop=2000)",ARC-FLATLL,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,7989169.6328,128765.9294,12.5202,0.2029,0.9900,0.0000,0.1546
"Looping (loop=2000)",ARC-FLATLL2,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,15698565.5830,303104.3677,6.3724,0.1246,0.9900,0.0000,0.2550
"Looping (loop=2000)",HYBRID,96.9990,0.0000,3.0010,0.0000,96999.0000,0.0000,3001.0000,0.0000,1001.0000,0.0000,0.0000,0.0000,19191697.6445,261618.3210,5.2116,0.0711,0.3336,0.0000,0.9939
"Looping (loop=2000)",HYBRID-POS,5.1260,0.0000,94.8740,0.0000,5126.0000,0.0000,94874.0000,0.0000,93666.0000,0.0000,0.0000,0.0000,370792.3766,1455.1487,269.6969,1.0611,0.9873,0.0000,0.0869
"Looping (loop=2000)",HYBRID-FB,96.9990,0.0000,3.0010,0.0000,96999.0000,0.0000,3001.0000,0.0000,1001.0000,0.0000,0.0000,0.0000,5573787.3225,21174.5858,17.9414,0.0680,0.3336,0.0000,0.8165
"Looping (loop=2000)",REMARC,20.3840,0.0000,79.6160,0.0000,20384.0000,0.0000,79616.0000,0.0000,78592.0000,0.0000,2456.0000,0.0000,5087707.8381,242177.8639,19.7013,0.9679,0.9871,0.0000,0.2418
"Looping (loop=2000)",REMARC-OPT,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,8584188.1824,359343.9251,11.6704,0.5034,0.9898,0.0000,0.1624
"Looping (loop=2000)",REMARC-LazyInc,22.6880,0.0000,77.3120,0.0000,22688.0000,0.0000,77312.0000,0.0000,76288.0000,0.0000,19072.0000,0.0000,4711735.4487,12017.1348,21.2237,0.0541,0.9868,0.0000,0.2510
"Looping (loop=2000)",REMARC-S3,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,96992.0000,0.0000,12124.0000,0.0000,5432808.3537,22373.3574,18.4070,0.0760,0.9699,0.0000,0.1224
"Looping (loop=2000)",REMARC-LFU,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,8290716.6150,20331.5171,12.0618,0.0296,0.9898,0.0000,0.1585
"Looping (loop=2000)",REMARC-TinyLFU,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98336.0000,0.0000,12292.0000,0.0000,7947932.6251,23940.7298,12.5820,0.0379,0.9834,0.0000,0.1544
"Looping (loop=2000)",REMARC-GhostField,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,6971922.9778,78928.2370,14.3451,0.1633,0.9898,0.0000,0.1414
"Looping (loop=2000)",REMARC-GhostGate,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,96992.0000,0.0000,12124.0000,0.0000,7120498.8272,235304.4795,14.0597,0.4757,0.9699,0.0000,0.1443
"Looping (loop=2000)",REMARC-BloomGate,24.0570,0.0000,75.9430,0.0000,24057.0000,0.0000,75943.0000,0.0000,49280.0000,0.0000,6160.0000,0.0000,8683370.2548,64832.1713,11.5169,0.0863,0.6489,0.0000,0.3375
"Looping (loop=2000)",REMARC-BloomMod,27.4560,0.0000,72.5440,0.0000,27456.0000,0.0000,72544.0000,0.0000,71520.0000,0.0000,8940.0000,0.0000,6087644.3982,503665.1948,16.5470,1.4541,0.9859,0.0000,0.2981
"Looping (loop=2000)",REMARC-FACT,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,6353927.4788,283745.0407,15.7708,0.7272,0.9898,0.0000,0.1333
"Looping (loop=2000)",REMARC-TIER,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,4846858.5529,454448.0604,20.8280,2.0915,0.9898,0.0000,0.1137
"Looping (loop=2000)",REMARC-Dual,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1500
"Looping (loop=2000)",REMARC-MS,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,4038375.2358,683717.3144,25.5959,4.9228,0.9898,0.0000,0.1032
"Looping (loop=2000)",REMARC-STEP,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,98976.0000,0.0000,12372.0000,0.0000,4853087.9976,98128.8995,20.6140,0.4220,0.9898,0.0000,0.1138
"Looping (loop=2000)",REMARC-STEPK,30.7720,0.0000,69.2280,0.0000,30772.0000,0.0000,69228.0000,0.0000,68228.0000,0.0000,2183296.0000,0.0000,1352597.1156,13401.5070,73.9391,0.7372,0.9856,0.0000,0.2568
"Looping (loop=2000)",AUG-TS4,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,5328076.6568,29815.6283,18.7691,0.1050,0.9900,0.0000,0.1199
"Looping (loop=2000)",AUG-PRED,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,4869351.6241,33537.8389,20.5376,0.1421,0.9900,0.0000,0.1140
"Looping (loop=2000)",AUG-HEAP,96.9960,0.0000,3.0040,0.0000,96996.0000,0.0000,3004.0000,0.0000,1004.0000,0.0000,0.0000,0.0000,7491405.5961,264753.9517,13.3657,0.4840,0.3342,0.0000,0.8411
"Looping (loop=2000)",AUG-BOTHEND,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,7866294.6036,59575.4642,12.7132,0.0968,0.9900,0.0000,0.1530
"Looping (loop=2000)",AUG-ADAPT,98.0000,0.0000,2.0000,0.0000,98000.0000,0.0000,2000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6575157.4283,374835.5929,15.2604,0.9052,0.0000,0.0000,0.8357
"Looping (loop=2000)",AUG-ADAPT-FLAT,98.0000,0.0000,2.0000,0.0000,98000.0000,0.0000,2000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5098260.1801,256928.8502,19.6661,1.0239,0.0000,0.0000,0.8164
"Looping (loop=2000)",QuotaFree,46.0920,0.0000,53.9080,0.0000,46092.0000,0.0000,53908.0000,0.0000,52908.0000,0.0000,0.0000,0.0000,7625964.7240,38302.2277,13.1134,0.0661,0.9814,0.0000,0.4325
"Looping (loop=2000)",REMARC-1L,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,4744627.1958,32549.9770,21.0775,0.1453,0.9900,0.0000,0.1123
"Looping (loop=2000)",REMARC-2L,21.9520,0.0000,78.0480,0.0000,21952.0000,0.0000,78048.0000,0.0000,77024.0000,0.0000,0.0000,0.0000,4249541.4725,5356.7254,23.5320,0.0297,0.9869,0.0000,0.2405
"Looping (loop=2000)",REMARC-BLOOM,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,100000.0000,0.0000,99000.0000,0.0000,0.0000,0.0000,12788729.2624,381141.9085,7.8265,0.2376,0.9900,0.0000,0.2171
"Looping (loop=2000)",HISTATOM,48.6300,0.0000,51.3700,0.0000,48630.0000,0.0000,51370.0000,0.0000,50370.0000,0.0000,0.0000,0.0000,805536.7926,6634.7166,124.1492,1.0178,0.9805,0.0000,0.3593
"Looping (loop=2000)",HISTATOM2,48.6410,0.0000,51.3590,0.0000,48641.0000,0.0000,51359.0000,0.0000,50359.0000,0.0000,0.0000,0.0000,561191.7454,25153.4141,178.5622,8.2552,0.9805,0.0000,0.3561
"Looping (loop=2000)",HISTATOM3,48.9350,0.0000,51.0650,0.0000,48935.0000,0.0000,51065.0000,0.0000,50065.0000,0.0000,0.0000,0.0000,484563.2977,6513.7545,206.4090,2.7946,0.9804,0.0000,0.3569
"Looping (loop=2000)",HISTATOM4,75.8640,0.0000,24.1360,0.0000,75864.0000,0.0000,24136.0000,0.0000,22506.0000,0.0000,0.0000,0.0000,770600.7213,8556.6587,129.7850,1.4497,0.9325,0.0000,0.5282
"Looping (loop=2000)",HISTATOM5,96.0470,0.0000,3.9530,0.0000,96047.0000,0.0000,3953.0000,0.0000,1954.0000,0.0000,0.0000,0.0000,2238447.4970,31306.3388,44.6826,0.6297,0.4943,0.0000,0.7184
